Dataset,Model,Type,All,Active,Inactive,DCF,Nov.,Cov.,Short.,Long.,DPF,mCPF,mCPF/All,delta (%)
Epinion,NeuMF,N,0.0451,0.0865,0.0429,0.3369,3.8923,0.1214,0.9911,0.0089,0.9823,0.6596,14.6386,0.0
Epinion,NeuMF,C,0.0462,0.0829,0.0443,0.3031,3.8957,0.1233,0.9912,0.0088,0.9824,0.6428,13.8982,2.55
Epinion,NeuMF,P,0.0451,0.0875,0.0428,0.3428,3.9049,0.1277,0.9786,0.0214,0.9571,0.65,14.4243,1.46
Epinion,NeuMF,CP,0.0461,0.0822,0.0442,0.3008,3.9085,0.1272,0.9788,0.0212,0.9576,0.6292,13.651,4.62
