Dataset,Model,Type,All,Active,Inactive,DCF,Nov.,Cov.,Short.,Long.,DPF,mCPF,mCPF/All,delta (%)
Epinion,WMF,N,0.0235,0.0577,0.0217,0.4534,4.9484,0.2913,0.9422,0.0578,0.8845,0.669,28.479,0.0
Epinion,WMF,C,0.0236,0.0565,0.0218,0.442,4.9482,0.2898,0.9422,0.0578,0.8845,0.6633,28.1283,0.85
Epinion,WMF,P,0.0234,0.0577,0.0216,0.456,4.9627,0.3019,0.9321,0.0679,0.8643,0.6601,28.2591,1.32
Epinion,WMF,CP,0.0234,0.0565,0.0217,0.445,4.9623,0.301,0.9321,0.0679,0.8643,0.6546,27.9274,2.15
